EDC3_gas_a (yr),CO2 (ppmv),EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,Gasage (yr BP),CO2 (ppmv),sigma mean CO2 (ppmv),EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,EDC3_gas_a (yr),CO2 (ppmv),unc,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,Bag,ztop,Age,Deuterium,Temperature,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,difference,celsius,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,Year,Month,Median montly series,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,Year,Month,Median montly series,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,year,Annual,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble",blank1,ï»¿Depth,Age,CH4_mean,1s,Lab.
5094.0,267.6,162.05,2208.0,602.0,10.0,b,SPACE,-7.203373640000109,316.3253801823537,0.12694297547743788,162.05,2208.0,602.0,10.0,b,SPACE,-61.0,391.85,0.12,162.05,2208.0,602.0,10.0,b,SPACE,53.0,28.6,466.12518,-399.5,-0.56,162.05,2208.0,602.0,10.0,b,SPACE,53,28.6,466.2551,474.5333333,-399.5,216.8,2.850119,-1.5199999999999818,-55.349999999999966,162.05,2208.0,602.0,10.0,b,SPACE,1715.0,5.0,166.1,162.05,2208.0,602.0,10.0,b,SPACE,1715.0,5.0,166.1,162.05,2208.0,602.0,10.0,b,SPACE,1970.0,9.6,162.05,2208.0,602.0,10.0,b,SPACE,162.05,2208.0,602.0,10.0,b
5160.0,265.3,163.82,2275.0,597.0,10.0,g,SPACE,-7.103747099999964,314.4370577968855,0.7862770621623857,163.82,2275.0,597.0,10.0,g,SPACE,-62.0,394.06,0.12,163.82,2275.0,597.0,10.0,g,SPACE,54.0,29.15,478.21433,-401.0,-0.8,163.82,2275.0,597.0,10.0,g,SPACE,54,29.15,478.2794,487.3666667,-401.0,216.6,2.831804,-1.7199999999999989,-55.54999999999998,163.82,2275.0,597.0,10.0,g,SPACE,1715.0,6.0,106.9,163.82,2275.0,597.0,10.0,g,SPACE,1715.0,6.0,106.9,163.82,2275.0,597.0,10.0,g,SPACE,1969.0,9.3,163.82,2275.0,597.0,10.0,g,SPACE,163.82,2275.0,597.0,10.0,g
5274.0,265.2,164.83,2309.0,595.0,10.0,g,SPACE,-6.157200000000103,315.342073915026,0.6354715422654317,164.83,2309.0,595.0,10.0,g,SPACE,-63.0,396.74,0.12,164.83,2309.0,595.0,10.0,g,SPACE,55.0,29.7,490.39719,-393.6,0.42,164.83,2309.0,595.0,10.0,g,SPACE,55,29.7,490.3924,500.2,-393.6,217.8,2.783818,-0.5199999999999818,-54.349999999999966,164.83,2309.0,595.0,10.0,g,SPACE,1715.0,7.0,123.3,164.83,2309.0,595.0,10.0,g,SPACE,1715.0,7.0,123.3,164.83,2309.0,595.0,10.0,g,SPACE,1968.0,9.5,164.83,2309.0,595.0,10.0,g,SPACE,164.83,2309.0,595.0,10.0,g
5370.0,267.6,165.18,2321.0,594.0,10.0,g,SPACE,-4.795964650000087,314.7139613439055,2.214638063555554,165.18,2321.0,594.0,10.0,g,SPACE,-64.0,398.81,0.12,165.18,2321.0,594.0,10.0,g,SPACE,56.0,30.25,503.05731,-410.4,-2.36,165.18,2321.0,594.0,10.0,g,SPACE,56,30.25,503.0865,513.42,-410.4,215.0,2.649808,-3.319999999999993,-57.14999999999998,165.18,2321.0,594.0,10.0,g,SPACE,1715.0,8.0,108.2,165.18,2321.0,594.0,10.0,g,SPACE,1715.0,8.0,108.2,165.18,2321.0,594.0,10.0,g,SPACE,1967.0,9.5,165.18,2321.0,594.0,10.0,g,SPACE,165.18,2321.0,594.0,10.0,g
5476.0,265.9,165.28,2325.0,597.0,10.0,b,SPACE,-3.791544359999989,313.1710570119369,0.634039485403577,165.28,2325.0,597.0,10.0,b,SPACE,-65.0,401.01,0.12,165.28,2325.0,597.0,10.0,b,SPACE,57.0,30.8,515.651,-401.3,-0.85,165.28,2325.0,597.0,10.0,b,SPACE,57,30.8,516.0368,526.64,-401.3,216.5,2.628777,-1.8199999999999932,-55.64999999999998,165.28,2325.0,597.0,10.0,b,SPACE,1715.0,9.0,128.3,165.28,2325.0,597.0,10.0,b,SPACE,1715.0,9.0,128.3,165.28,2325.0,597.0,10.0,b,SPACE,1966.0,9.7,165.28,2325.0,597.0,10.0,b,SPACE,165.28,2325.0,597.0,10.0,b
5562.0,265.5,167.09,2389.0,593.0,10.0,g,SPACE,-3.7139373699999396,312.8003637775662,0.6340379489030816,167.09,2389.0,593.0,10.0,g,SPACE,-66.0,404.41,0.12,167.09,2389.0,593.0,10.0,g,SPACE,58.0,31.35,528.76422,-398.3,-0.36,167.09,2389.0,593.0,10.0,g,SPACE,58,31.35,529.475,539.86,-398.3,217.0,2.608592,-1.3199999999999932,-55.14999999999998,167.09,2389.0,593.0,10.0,g,SPACE,1715.0,10.0,104.4,167.09,2389.0,593.0,10.0,g,SPACE,1715.0,10.0,104.4,167.09,2389.0,593.0,10.0,g,SPACE,1965.0,9.2,167.09,2389.0,593.0,10.0,g,SPACE,167.09,2389.0,593.0,10.0,g
5657.0,260.7,167.8,2414.0,604.0,10.0,g,SPACE,-3.5585613600001125,312.22274083278216,1.4243345489180328,167.8,2414.0,604.0,10.0,g,SPACE,-67.0,406.76,0.12,167.8,2414.0,604.0,10.0,g,SPACE,59.0,31.9,541.60858,-388.5,1.26,167.8,2414.0,604.0,10.0,g,SPACE,59,31.9,542.6268,553.08,-388.5,218.7,2.672903,0.37999999999999545,-53.44999999999999,167.8,2414.0,604.0,10.0,g,SPACE,1715.0,11.0,65.4,167.8,2414.0,604.0,10.0,g,SPACE,1715.0,11.0,65.4,167.8,2414.0,604.0,10.0,g,SPACE,1964.0,9.8,167.8,2414.0,604.0,10.0,g,SPACE,167.8,2414.0,604.0,10.0,g
5716.0,266.7,168.09,2424.0,592.0,10.0,b,SPACE,-2.3839181700000154,312.1844627182946,0.4108872849421976,168.09,2424.0,592.0,10.0,b,SPACE,-68.0,408.72,0.12,168.09,2424.0,592.0,10.0,b,SPACE,60.0,32.45,554.93121,-391.9,0.7,168.09,2424.0,592.0,10.0,b,SPACE,60,32.45,555.8396,566.3,-391.9,218.1,2.822153,-0.21999999999999886,-54.04999999999998,168.09,2424.0,592.0,10.0,b,SPACE,1715.0,12.0,47.8,168.09,2424.0,592.0,10.0,b,SPACE,1715.0,12.0,47.8,168.09,2424.0,592.0,10.0,b,SPACE,1963.0,8.9,168.09,2424.0,592.0,10.0,b,SPACE,168.09,2424.0,592.0,10.0,b
5855.0,265.5,169.41,2482.0,579.0,10.0,g,SPACE,-0.25090000000000146,312.0017776102837,0.6354211479753883,169.41,2482.0,579.0,10.0,g,SPACE,-69.0,411.65,0.12,169.41,2482.0,579.0,10.0,g,SPACE,61.0,33.0,567.75421,-400.8,-0.77,169.41,2482.0,579.0,10.0,g,SPACE,61,33.0,568.3494,579.52,-400.8,216.6,2.805037,-1.7199999999999989,-55.54999999999998,169.41,2482.0,579.0,10.0,g,SPACE,1716.0,1.0,17.8,169.41,2482.0,579.0,10.0,g,SPACE,1716.0,1.0,17.8,169.41,2482.0,579.0,10.0,g,SPACE,1962.0,9.1,169.41,2482.0,579.0,10.0,g,SPACE,169.41,2482.0,579.0,10.0,g
5998.0,263.2,170.33,2515.0,603.0,10.0,b,SPACE,0.33152825999991364,313.6602846482332,2.21463680836238,170.33,2515.0,603.0,10.0,b,SPACE,-70.0,414.21,0.12,170.33,2515.0,603.0,10.0,b,SPACE,62.0,33.55,580.59985,-387.7,1.4,170.33,2515.0,603.0,10.0,b,SPACE,62,33.55,580.9313,592.3966667,-387.7,218.8,2.790755,0.4800000000000182,-53.349999999999966,170.33,2515.0,603.0,10.0,b,SPACE,1716.0,2.0,55.5,170.33,2515.0,603.0,10.0,b,SPACE,1716.0,2.0,55.5,170.33,2515.0,603.0,10.0,b,SPACE,1961.0,9.9,170.33,2515.0,603.0,10.0,b,SPACE,170.33,2515.0,603.0,10.0,b
6039.0,262.7,170.47,2519.0,590.0,10.0,b,SPACE,1.225945319999937,309.6939936066409,0.4108714596531573,170.47,2519.0,590.0,10.0,b,SPACE,-71.0,416.41,0.12,170.47,2519.0,590.0,10.0,b,SPACE,63.0,34.1,593.51135,-401.4,-0.87,170.47,2519.0,590.0,10.0,b,SPACE,63,34.1,593.5725,605.2733333,-401.4,216.5,2.787745,-1.8199999999999932,-55.64999999999998,170.47,2519.0,590.0,10.0,b,SPACE,1716.0,3.0,37.7,170.47,2519.0,590.0,10.0,b,SPACE,1716.0,3.0,37.7,170.47,2519.0,590.0,10.0,b,SPACE,1960.0,9.7,170.47,2519.0,590.0,10.0,b,SPACE,170.47,2519.0,590.0,10.0,b
6131.0,261.2,173.05,2602.0,592.0,10.0,b,SPACE,2.2935130999999274,311.57094999761165,2.2146343319343007,173.05,2602.0,592.0,10.0,b,SPACE,-72.0,418.53,0.12,173.05,2602.0,592.0,10.0,b,SPACE,64.0,34.65,606.47388,-401.0,-0.81,173.05,2602.0,592.0,10.0,b,SPACE,64,34.65,606.2219,618.15,-401.0,216.6,2.813386,-1.7199999999999989,-55.54999999999998,173.05,2602.0,592.0,10.0,b,SPACE,1716.0,4.0,73.2,173.05,2602.0,592.0,10.0,b,SPACE,1716.0,4.0,73.2,173.05,2602.0,592.0,10.0,b,SPACE,1959.0,10.4,173.05,2602.0,592.0,10.0,b,SPACE,173.05,2602.0,592.0,10.0,b
