,Name
280.4,137.0
276.24093230569224,272.9167517875383
281.6493738886997,408.83350357507663
280.4452820031472,544.750255362615
281.97804006078877,680.6670071501533
279.23502121793433,816.5837589376915
276.6568297892098,952.5005107252299
278.67221325249596,1088.4172625127683
278.5916751787538,1224.3340143003065
277.57913960153513,1360.2507660878448
279.5488284272758,1496.167517875383
278.9756663182649,1632.0842696629215
278.38986436689464,1768.0010214504598
277.1503399112454,1903.917773237998
276.72724678567374,2039.8345250255365
277.21162082299725,2175.7512768130746
277.845085316231,2311.668028600613
274.6079990479685,2447.5847803881516
276.3852130024635,2583.5015321756896
274.741524432436,2719.418283963228
275.42635874191353,2855.335035750766
275.60482144910674,2991.2517875383046
273.2015321756895,3127.168539325843
274.3973991001106,3263.085291113381
274.13843360135496,3399.0020429009196
272.81941220169006,3534.918794688458
273.42382455814527,3670.835546475996
274.4532720463057,3806.7522982635346
271.665245691435,3942.669050051073
272.57285828485146,4078.585801838611
271.3687053898745,4214.502553626149
270.0432277834525,4350.419305413688
269.9158204004525,4486.336057201226
271.19690579083834,4622.252808988765
269.4740097605266,4758.169560776303
268.78541211597394,4894.086312563841
269.16436953807744,5030.003064351379
265.2948071788255,5165.919816138918
265.8959141981614,5301.836567926456
266.51339015553026,5437.753319713995
264.91035428202787,5573.670071501532
266.0478125378716,5709.586823289071
265.5819835245185,5845.503575076609
263.4666660714158,5981.420326864148
261.42276502198337,6117.337078651686
261.10738346178846,6253.253830439225
260.5870071501532,6389.170582226762
262.75648529019315,6525.087334014301
257.87081205311546,6661.004085801839
260.75542349336064,6796.920837589378
262.9445273064451,6932.837589376916
259.58410732525897,7068.754341164454
259.6913185083474,7204.671092951992
260.24503772776694,7340.587844739531
259.3622095929411,7476.504596527069
260.53360774279673,7612.421348314608
259.40887299965954,7748.338100102146
258.5172329444654,7884.254851889684
260.9982839632278,8020.171603677222
261.59081825199416,8156.088355464761
259.1972613564091,8292.005107252298
260.67265633866754,8427.921859039838
259.46350517735186,8563.838610827375
262.6067489804989,8699.755362614915
263.7607907228264,8835.672114402452
265.18100396794216,8971.58886618999
260.69691011235955,9107.50561797753
263.1075046566124,9243.422369765067
263.9707921138428,9379.339121552606
264.34316677627436,9515.255873340144
264.1126247981812,9651.172625127681
263.5389113238473,9787.08937691522
265.5485823924026,9923.006128702758
266.77999513595023,10058.922880490298
266.9702166994487,10194.839632277835
265.7310508483022,10330.756384065373
266.228934905748,10466.673135852912
265.34838632560366,10602.58988764045
264.8,10738.50663942799
264.67233746920624,10874.423391215527
264.1954816580285,11010.340143003064
263.8422016186061,11146.256894790604
258.9391215526047,11282.173646578141
254.51055460116999,11418.09039836568
251.42592643716236,11554.007150153218
250.99079292595482,11689.923901940758
245.3,11825.840653728295
246.46113936137138,11961.757405515833
241.27979088639196,12097.674157303372
239.04516246805403,12233.59090909091
237.51678132345518,12369.50766087845
237.38052737627154,12505.424412665987
234.21534274560284,12641.341164453524
238.20517628438978,12777.257916241064
237.4583809448978,12913.174668028601
237.73415440466005,13049.09141981614
237.7112420431715,13185.008171603678
237.11804066296753,13320.924923391216
236.8623204951031,13456.841675178755
238.9256301245065,13592.758426966293
238.6,13728.675178753832
238.8103886477131,13864.59193054137
237.53213511919319,14000.508682328908
233.4737757700441,14136.425434116447
229.4154164208951,14272.342185903985
228.457385045469,14408.258937691524
228.40235802045382,14544.175689479061
226.69021362906756,14680.092441266599
225.60358621970468,14816.009193054138
224.84468720172808,14951.925944841676
223.64205094310842,15087.842696629215
222.1045311265073,15223.759448416753
221.38206731607661,15359.676200204292
220.95636897576378,15495.59295199183
220.36357816471482,15631.509703779368
218.446507916241,15767.426455566907
213.39716124169044,15903.343207354445
208.67278216886152,16039.259959141984
207.60927990473746,16175.176710929522
206.4226634320735,16311.093462717059
203.02474463738508,16447.010214504597
201.57175541442763,16582.926966292136
199.2117307049944,16718.843718079675
195.6044614632399,16854.76046986721
194.54904403256774,16990.67722165475
193.7287025644597,17126.59397344229
192.23567763952082,17262.51072522983
190.69174372345572,17398.427477017365
188.9033654104618,17534.344228804905
188.5,17670.260980592444
188.5,17806.17773237998
189.1952696934124,17942.09448416752
188.33150666929492,18078.01123595506
187.45718838294235,18213.927987742598
187.40527962206335,18349.844739530134
188.25475932073545,18485.761491317673
188.824887088795,18621.678243105212
189.20374911468363,18757.59499489275
190.37458515620472,18893.511746680288
188.4018107966834,19029.428498467827
188.5294321598642,19165.345250255363
188.65705352304497,19301.262002042902
188.7556658974262,19437.17875383044
189.12181843824928,19573.09550561798
189.80424564387707,19709.012257405517
189.19225825672453,19844.929009193056
188.05961865849503,19980.845760980596
188.14306945863126,20116.76251276813
193.68560424655468,20252.67926455567
190.47707764697998,20388.59601634321
187.71763621415582,20524.512768130746
187.220379805177,20660.429519918285
186.82646954873638,20796.346271705825
186.6197520555234,20932.263023493364
186.08161140038365,21068.1797752809
185.08709858242605,21204.09652706844
185.16487436159346,21340.01327885598
185.92600817160368,21475.930030643514
185.97913915569907,21611.846782431054
185.82246278476242,21747.763534218593
185.46034551672068,21883.68028600613
184.42717460764732,22019.59703779367
185.23062338668694,22155.513789581208
186.03407216572657,22291.430541368747
186.8375209447662,22427.347293156283
187.64096972380585,22563.264044943822
188.44441850284548,22699.18079673136
189.20613644346236,22835.097548518897
189.309136192212,22971.014300306437
189.41213594096163,23106.931052093976
189.5151356897113,23242.847803881516
189.6181354384609,23378.76455566905
189.72113518721054,23514.68130745659
189.8241349359602,23650.59805924413
189.9271346847098,23786.514811031666
190.03013443345944,23922.431562819205
190.1331341822091,24058.348314606745
190.23613393095872,24194.26506639428
190.33913367970834,24330.18181818182
190.442133428458,24466.09856996936
190.54513317720762,24602.0153217569
190.64813292595724,24737.932073544434
190.7511326747069,24873.848825331974
190.85413242345652,25009.765577119513
190.95713217220614,25145.68232890705
191.0601319209558,25281.59908069459
191.16313166970542,25417.515832482128
191.26613141845505,25553.432584269663
191.3691311672047,25689.349336057203
191.47213091595432,25825.266087844742
191.57513066470398,25961.18283963228
191.49585899856584,26097.099591419817
191.3585693502956,26233.016343207357
191.22127970202536,26368.933094994896
191.08399005375512,26504.849846782432
190.94670040548488,26640.76659856997
190.80941075721464,26776.68335035751
190.6721211089444,26912.60010214505
190.53483146067416,27048.516853932586
190.39754181240392,27184.433605720125
190.26025216413368,27320.350357507665
190.12296251586343,27456.2671092952
189.9856728675932,27592.18386108274
189.84838321932295,27728.10061287028
189.71109357105271,27864.017364657815
189.57380392278247,27999.934116445354
189.43651427451223,28135.850868232894
189.299224626242,28271.767620020433
189.16193497797175,28407.68437180797
189.0246453297015,28543.60112359551
188.88735568143127,28679.517875383048
188.75006603316103,28815.434627170584
188.6127763848908,28951.351378958123
188.58114735463545,29087.268130745662
189.03562343166794,29223.184882533198
189.49009950870047,29359.101634320738
189.944575585733,29495.018386108277
190.39905166276552,29630.935137895816
190.85352773979804,29766.851889683352
191.30800381683056,29902.76864147089
191.750936329588,30038.68539325843
192.12144501355485,30174.602145045967
192.49195369752167,30310.518896833506
192.8624623814885,30446.435648621045
193.23297106545533,30582.352400408585
193.60347974942218,30718.26915219612
193.973988433389,30854.18590398366
194.34449711735584,30990.1026557712
194.71500580132266,31126.019407558735
195.0855144852895,31261.936159346275
195.45602316925633,31397.852911133814
195.82653185322314,31533.76966292135
196.19704053719,31669.68641470889
196.56754922115684,31805.60316649643
196.93805790512366,31941.519918283968
197.30856658909047,32077.436670071504
197.67907527305732,32213.353421859043
198.04958395702417,32349.270173646582
198.420092640991,32485.186925434118
198.7906013249578,32621.103677221658
199.16111000892465,32757.020429009197
199.53161869289147,32892.93718079673
199.90212737685832,33028.85393258427
200.27263606082514,33164.77068437181
200.64314474479198,33300.68743615935
201.0136534287588,33436.60418794689
201.38416211272562,33572.52093973442
201.75467079669247,33708.43769152196
202.1251794806593,33844.3544433095
202.49568816462613,33980.27119509704
202.86619684859298,34116.18794688458
203.2367055325598,34252.10469867212
203.60721421652664,34388.02145045966
203.97772290049346,34523.93820224719
